table_name,column_name,data_type,row_count,null_count,null_percentage,distinct_value_count,min_value,max_value,top_3_values
referral_rewards,id,object,3,0,0.0,3,1,3,"{'1': 1, '3': 1, '2': 1}"
referral_rewards,reward_value,object,3,0,0.0,3,10 days,20 days,"{'10 days': 1, '15 days': 1, '20 days': 1}"
referral_rewards,created_at,object,3,0,0.0,3,2024-03-13 02:44:32,2024-03-13 02:45:15,"{'2024-03-13T02:44:32Z': 1, '2024-03-13T02:45:15Z': 1, '2024-03-13T02:45:11Z': 1}"
referral_rewards,reward_type,object,3,0,0.0,1,1,1,{'1': 3}
